001,4,Computer-networks
002,3,C-programming
003,4,Bible-doctrine
004,2,computer-maintenance
005,3,Intro-to-Bible
006,2,Health-Principles
007,3,Applied-Math
008,4,Algorithm
009,3,Introduction-to-computer
010,4,Descriptive-Statistics
011,2,English-writting
012,3,English-Grammer
013,Probability
